UDI,Product ID,Type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,Machine failure,TWF,HDF,PWF,OSF,RNF
7226,H01450,H,299.5,308.6,1786,51.1,127,1,0,0,1,0,0
7227,H01451,H,300.9,310.9,1722,52.8,232,1,1,0,1,0,0
7228,L03635,L,300.5,312.0,1413,59.6,50,0,0,0,0,0,0
7229,H01452,H,299.5,308.8,1680,43.5,72,0,0,0,0,0,0
7230,L03636,L,296.9,308.0,1755,58.7,116,1,0,0,1,0,0
7231,L03637,L,299.1,311.1,1648,33.1,213,0,0,0,0,0,0
7232,L03638,L,297.7,307.9,1591,42.2,177,0,0,0,0,0,0
7233,L03639,L,298.7,308.2,1734,29.4,207,0,0,0,0,0,0
7234,M02143,M,300.1,309.3,1675,45.7,65,0,0,0,0,0,0
7235,L03640,L,300.7,312.0,1320,42.8,61,0,0,0,0,0,0
7236,L03641,L,303.6,314.9,1504,15.5,43,1,0,0,1,0,0
7237,M02144,M,298.9,310.3,1439,51.1,113,0,0,0,0,0,0
7238,H01453,H,301.5,311.5,1744,48.6,22,0,0,0,0,0,0
7239,M02145,M,300.6,311.6,1434,34.4,92,0,0,0,0,0,0
7240,L03642,L,302.6,312.6,1403,42.8,10,0,0,0,0,0,0
7241,H01454,H,301.2,310.3,1721,25.1,181,0,0,0,0,0,0
7242,H01455,H,298.0,309.1,1584,32.3,182,0,0,0,0,0,0
7243,L03643,L,296.6,308.2,1916,56.7,60,1,0,0,1,0,0
7244,M02146,M,300.6,309.6,1383,28.5,226,0,0,0,0,0,0
7245,L03644,L,298.9,307.9,1445,40.1,179,0,0,0,0,0,0
7246,L03645,L,298.0,308.0,1738,26.0,122,0,0,0,0,0,0
7247,M02147,M,297.5,308.5,1309,43.4,21,0,0,0,0,0,0
7248,H01456,H,300.3,309.2,1774,45.6,2,0,0,0,0,0,0
7249,L03646,L,303.0,313.2,1321,47.2,238,1,0,0,0,1,0
7250,H01457,H,299.2,308.6,1647,44.7,203,0,0,0,0,0,0
7251,H01458,H,301.2,311.9,1208,54.3,64,0,0,0,0,0,0
7252,H01459,H,299.8,309.0,1546,34.5,245,0,0,0,0,0,0
7253,L03647,L,297.4,308.2,1292,29.4,185,0,0,0,0,0,0
7254,H01460,H,301.5,311.3,1882,34.1,170,0,0,0,0,0,0
7255,L03648,L,297.8,306.9,1346,26.5,89,0,0,0,0,0,0
7256,M02148,M,300.0,310.1,1389,40.8,225,1,1,0,0,0,0
7257,L03649,L,299.3,307.4,1633,38.6,60,0,0,0,0,0,0
7258,L03650,L,301.8,311.2,1430,44.8,246,1,1,0,0,1,0
7259,M02149,M,297.9,308.2,1663,23.8,92,0,0,0,0,0,0
7260,L03651,L,300.8,309.0,1410,39.9,52,0,0,0,0,0,0
7261,L03652,L,298.3,305.7,1396,52.1,237,1,0,0,0,1,0
7262,L03653,L,299.0,306.7,1533,45.7,160,0,0,0,0,0,0
7263,M02150,M,292.7,304.0,1320,21.0,223,1,0,0,1,0,0
7264,L03654,L,304.2,314.1,1608,39.9,24,0,0,0,0,0,0
7265,H01461,H,301.1,310.6,1695,32.7,49,0,0,0,0,0,0
7266,L03655,L,298.5,309.4,1636,40.1,241,0,0,0,0,0,0
7267,L03656,L,297.8,307.4,1653,36.2,46,0,0,0,0,0,0
7268,L03657,L,299.0,309.3,1193,57.4,121,0,0,0,0,0,0
7269,L03658,L,301.4,311.4,1455,40.9,185,0,0,0,0,0,0
7270,L03659,L,296.2,305.7,1497,43.2,99,0,0,0,0,0,0
7271,L03660,L,299.7,310.0,1798,39.6,65,0,0,0,0,0,0
7272,H01462,H,303.5,314.3,1433,44.7,206,0,0,0,0,0,0
7273,M02151,M,297.7,307.5,1168,37.8,12,0,0,0,0,0,0
7274,L03661,L,300.2,309.7,1358,47.7,169,0,0,0,0,0,0
7275,L03662,L,304.4,314.1,1419,36.1,14,0,0,0,0,0,0
7276,H01463,H,301.3,309.0,1168,53.8,5,1,0,1,0,0,0
7277,L03663,L,300.3,310.6,1711,45.0,84,0,0,0,0,0,0
7278,L03664,L,301.0,309.8,1257,38.5,41,0,0,0,0,0,0
7279,M02152,M,299.2,309.8,1617,48.4,217,0,0,0,0,0,0
7280,M02153,M,302.6,312.5,1342,44.9,162,0,0,0,0,0,0
7281,M02154,M,299.2,309.3,1807,48.3,236,1,0,0,1,0,0
7282,L03665,L,296.1,306.8,1488,40.9,81,0,0,0,0,0,0
7283,L03666,L,299.2,308.3,1452,37.6,5,0,0,0,0,0,0
7284,M02155,M,298.1,308.5,1632,41.4,77,0,0,0,0,0,0
7285,L03667,L,299.4,309.7,1357,35.0,145,0,0,0,0,0,0
7286,M02156,M,299.5,309.3,1641,49.8,42,0,0,0,0,0,0
7287,M02157,M,302.4,311.5,1451,54.7,147,0,0,0,0,0,0
7288,L03668,L,301.4,312.0,1431,45.8,206,0,0,0,0,0,0
7289,H01464,H,300.5,311.2,1522,54.2,180,0,0,0,0,0,0
7290,H01465,H,300.0,310.1,1342,51.3,108,0,0,0,0,0,0
7291,M02158,M,297.9,306.8,1503,37.3,47,0,0,0,0,0,0
7292,L03669,L,295.6,305.1,1598,48.4,154,0,0,0,0,0,0
7293,L03670,L,300.2,310.1,1168,27.2,215,1,0,0,1,0,0
7294,L03671,L,301.6,312.3,1733,41.9,75,0,0,0,0,0,0
7295,L03672,L,299.8,308.2,1684,28.2,128,0,0,0,0,0,0
7296,H01466,H,298.9,308.3,1206,38.9,118,0,0,0,0,0,0
7297,L03673,L,300.9,310.5,1178,25.6,13,1,0,0,1,0,0
7298,L03674,L,299.8,309.7,1688,50.9,245,1,1,0,0,1,0
7299,L03675,L,303.4,312.1,1674,36.1,159,0,0,0,0,0,0
7300,M02159,M,302.5,312.3,1649,49.1,66,0,0,0,0,0,0
7301,L03676,L,301.9,311.6,1282,39.2,9,0,0,0,0,0,0
7302,L03677,L,301.5,310.5,1865,21.6,153,0,0,0,0,0,0
7303,L03678,L,297.4,307.3,1402,35.2,222,0,0,0,0,0,0
7304,H01467,H,301.3,310.8,1580,34.7,73,0,0,0,0,0,0
7305,L03679,L,300.8,311.3,1583,39.9,64,0,0,0,0,0,0
7306,H01468,H,301.2,310.3,1823,55.1,177,1,0,0,1,0,0
7307,H01469,H,301.0,311.1,1560,56.7,176,1,0,0,1,0,0
7308,L03680,L,300.9,310.1,1612,37.7,31,0,0,0,0,0,0
7309,M02160,M,305.4,314.8,1524,27.4,82,0,0,0,0,0,0
7310,L03681,L,299.8,310.1,1323,32.6,64,0,0,0,0,0,0
7311,H01470,H,301.9,312.1,1168,44.8,25,0,0,0,0,0,0
7312,M02161,M,299.1,308.7,1543,38.9,196,0,0,0,0,0,0
7313,L03682,L,301.6,311.3,1285,24.2,153,1,0,0,1,0,0
7314,L03683,L,301.9,310.4,1600,35.0,229,0,0,0,0,0,0
7315,L03684,L,300.7,312.1,1564,53.1,64,0,0,0,0,0,0
7316,H01471,H,303.3,314.0,1560,42.9,221,0,0,0,0,0,0
7317,L03685,L,298.2,308.9,1349,40.5,240,0,0,0,0,0,0
7318,M02162,M,299.0,307.4,1723,36.1,139,0,0,0,0,0,0
7319,L03686,L,300.4,309.8,1622,35.4,227,0,0,0,0,0,0
7320,H01472,H,301.8,311.5,1326,45.4,35,0,0,0,0,0,0
7321,L03687,L,300.4,308.5,1908,41.4,151,0,0,0,0,0,0
7322,M02163,M,302.6,313.5,1500,47.7,169,0,0,0,0,0,0
7323,L03688,L,298.7,310.2,1299,45.5,54,0,0,0,0,0,0
7324,M02164,M,297.7,309.8,1402,40.2,182,0,0,0,0,0,0
7325,L03689,L,300.6,309.6,1267,43.8,88,0,0,0,0,0,0
7326,L03690,L,299.8,309.9,1781,34.1,7,0,0,0,0,0,0
7327,L03691,L,301.1,312.4,1731,39.5,203,0,0,0,0,0,0
7328,M02165,M,299.9,309.6,1670,53.4,188,1,0,0,1,0,0
7329,L03692,L,299.3,308.7,1636,40.1,26,0,0,0,0,0,0
7330,M02166,M,299.9,308.0,1761,37.8,203,0,0,0,0,0,0
7331,L03693,L,300.1,311.2,1494,42.1,190,0,0,0,0,0,0
7332,H01473,H,299.4,309.4,1613,28.3,127,0,0,0,0,0,0
7333,H01474,H,299.6,308.9,1392,42.2,159,0,0,0,0,0,0
7334,M02167,M,299.2,309.5,1510,57.0,59,1,0,0,1,0,0
7335,L03694,L,301.7,311.9,1618,31.9,162,0,0,0,0,0,0
7336,L03695,L,300.4,310.6,1168,42.7,143,0,0,0,0,0,0
7337,L03696,L,304.5,314.3,1427,39.8,163,0,0,0,0,0,0
7338,L03697,L,300.3,311.9,1567,39.5,55,0,0,0,0,0,0
7339,M02168,M,298.9,308.8,1524,39.3,157,0,0,0,0,0,0
7340,M02169,M,305.3,316.9,1457,47.1,228,0,0,0,0,0,0
7341,H01475,H,300.8,311.4,1643,29.0,124,0,0,0,0,0,0
7342,L03698,L,302.0,312.4,1411,46.9,31,0,0,0,0,0,0
7343,M02170,M,301.2,311.1,1319,40.7,78,0,0,0,0,0,0
7344,L03699,L,301.2,312.2,1749,22.4,20,0,0,0,0,0,0
7345,M02171,M,301.1,311.2,1724,43.8,55,0,0,0,0,0,0
7346,L03700,L,297.8,306.9,1430,41.1,167,0,0,0,0,0,0
7347,L03701,L,300.7,309.7,1525,31.3,92,0,0,0,0,0,0
7348,L03702,L,297.4,307.8,1689,41.6,53,0,0,0,0,0,0
7349,M02172,M,299.7,308.8,1545,26.8,157,0,0,0,0,0,0
7350,H01476,H,298.5,308.4,1632,33.2,216,0,0,0,0,0,0
7351,L03703,L,300.7,311.8,1623,40.4,19,0,0,0,0,0,0
7352,L03704,L,300.7,311.0,1480,23.1,201,0,0,0,0,0,0
7353,L03705,L,301.0,310.3,1630,28.5,222,0,0,0,0,0,0
7354,M02173,M,300.6,312.0,1365,30.0,128,0,0,0,0,0,0
7355,L03706,L,298.8,309.3,1608,40.8,73,0,0,0,0,0,0
7356,M02174,M,299.5,310.5,1524,44.4,145,0,0,0,0,0,0
7357,H01477,H,301.8,309.5,1473,31.1,112,0,0,0,0,0,0
7358,H01478,H,302.1,312.4,1314,30.5,227,0,0,0,0,0,0
7359,L03707,L,297.7,308.5,1561,41.4,184,0,0,0,0,0,0
7360,H01479,H,296.9,308.6,1544,41.1,58,0,0,0,0,0,0
7361,M02175,M,298.5,307.0,1387,33.0,127,0,0,0,0,0,0
7362,L03708,L,302.1,313.3,1252,58.3,245,1,0,0,0,1,1
7363,M02176,M,302.4,314.0,1243,41.8,127,0,0,0,0,0,0
7364,H01480,H,298.2,306.2,1492,38.3,140,0,0,0,0,0,0
7365,L03709,L,300.6,311.1,1592,36.1,31,0,0,0,0,0,0
7366,L03710,L,303.7,314.3,1869,50.1,213,1,0,0,1,0,0
7367,L03711,L,300.8,310.5,1529,45.5,69,0,0,0,0,0,0
7368,M02177,M,302.8,312.3,1247,22.6,160,1,0,0,1,0,0
7369,L03712,L,302.0,312.7,1500,33.0,192,0,0,0,0,0,0
7370,H01481,H,298.2,307.6,1761,35.5,2,0,0,0,0,0,0
7371,M02178,M,299.6,309.4,1415,39.9,132,0,0,0,0,0,0
7372,M02179,M,300.1,310.9,1738,46.3,113,0,0,0,0,0,0
7373,L03713,L,300.2,312.0,1569,29.3,218,1,1,0,0,0,0
7374,M02180,M,301.8,312.3,1653,39.2,11,0,0,0,0,0,0
7375,L03714,L,300.8,310.9,1870,57.0,32,1,0,0,1,0,0
7376,L03715,L,294.1,303.6,1209,40.3,232,0,0,0,0,0,0
7377,M02181,M,297.4,306.4,1698,33.1,26,0,0,0,0,0,0
7378,L03716,L,295.6,306.7,1521,26.7,112,0,0,0,0,0,0
7379,M02182,M,300.4,310.2,1368,35.1,124,0,0,0,0,0,0
7380,L03717,L,300.5,311.7,1519,29.2,12,0,0,0,0,0,0
7381,L03718,L,300.6,310.3,1840,36.1,109,0,0,0,0,0,0
7382,L03719,L,298.1,307.5,1776,45.4,122,0,0,0,0,0,0
7383,H01482,H,301.3,311.7,1179,40.4,202,0,0,0,0,0,0
7384,M02183,M,301.4,311.3,1400,35.2,202,0,0,0,0,0,0
7385,M02184,M,297.5,306.3,1706,22.1,163,0,0,0,0,0,0
7386,L03720,L,297.1,308.9,1534,48.3,104,0,0,0,0,0,0
7387,L03721,L,300.0,309.4,1534,36.5,185,0,0,0,0,0,0
7388,H01483,H,303.6,314.5,1257,41.1,63,0,0,0,0,0,0
7389,L03722,L,303.4,314.2,1404,30.9,177,0,0,0,0,0,0
7390,L03723,L,301.1,309.8,1294,35.9,121,0,0,0,0,0,0
7391,M02185,M,298.5,307.5,1242,34.2,178,0,0,0,0,0,0
7392,L03724,L,301.8,311.5,1312,26.7,131,0,0,0,0,0,0
7393,H01484,H,299.1,308.2,1371,30.9,43,0,0,0,0,0,0
7394,M02186,M,298.5,310.2,1401,39.9,17,0,0,0,0,0,0
7395,L03725,L,295.7,305.5,1387,43.0,17,0,0,0,0,0,0
7396,L03726,L,300.2,311.1,1720,33.2,219,0,0,0,0,0,0
7397,L03727,L,298.7,309.2,1375,28.0,5,0,0,0,0,0,0
7398,H01485,H,300.2,310.5,1793,36.4,186,0,0,0,0,0,0
7399,M02187,M,295.4,305.4,1451,47.8,190,0,0,0,0,0,0
7400,L03728,L,300.3,311.5,1616,30.6,42,0,0,0,0,0,0
7401,L03729,L,295.1,304.3,1622,40.1,249,0,0,0,0,0,0
7402,M02188,M,302.2,313.9,1377,33.4,196,0,0,0,0,0,0
7403,M02189,M,301.0,309.7,1479,51.3,239,1,1,0,0,1,0
7404,L03730,L,299.4,310.2,1447,34.9,202,0,0,0,0,0,0
7405,L03731,L,301.1,309.7,1604,46.6,196,0,0,0,0,0,0
7406,L03732,L,298.0,307.7,1514,50.2,8,0,0,0,0,0,0
7407,M02190,M,300.1,310.2,1404,55.4,150,0,0,0,0,0,0
7408,H01486,H,301.6,311.1,1559,26.5,10,0,0,0,0,0,0
7409,L03733,L,293.8,303.6,1598,26.0,188,1,0,0,0,0,1
7410,M02191,M,299.1,307.7,1869,51.7,78,1,0,0,1,0,0
7411,L03734,L,300.0,309.0,1550,50.0,216,0,0,0,0,0,0
7412,L03735,L,299.6,310.1,1539,33.8,16,0,0,0,0,0,0
7413,L03736,L,302.9,312.9,1614,7.6,177,1,0,0,1,0,0
7414,H01487,H,297.8,307.1,1368,40.8,180,0,0,0,0,0,0
7415,L03737,L,298.8,310.1,1229,24.8,89,1,0,0,1,0,0
7416,M02192,M,296.2,305.0,1482,31.7,13,0,0,0,0,0,0
7417,L03738,L,303.0,312.6,1729,41.8,38,0,0,0,0,0,0
7418,L03739,L,299.5,309.0,1758,43.2,119,0,0,0,0,0,0
7419,L03740,L,299.1,309.7,1201,55.8,54,0,0,0,0,0,0
7420,M02193,M,299.9,309.9,1657,36.3,239,1,1,0,0,0,0
7421,L03741,L,301.3,311.2,1168,30.2,8,0,0,0,0,0,0
7422,M02194,M,300.7,308.9,1620,49.2,190,0,0,0,0,0,0
7423,L03742,L,305.3,316.2,1609,43.8,26,0,0,0,0,0,0
7424,L03743,L,300.9,310.7,1229,36.4,162,0,0,0,0,0,0
7425,L03744,L,299.1,309.2,1717,40.3,90,0,0,0,0,0,0
7426,L03745,L,298.9,308.2,1850,36.2,244,0,0,0,0,0,0
7427,L03746,L,299.2,308.3,1526,46.9,207,0,0,0,0,0,0
7428,L03747,L,297.0,308.5,1563,56.9,59,1,0,0,1,0,0
7429,M02195,M,300.1,308.3,1802,32.7,213,0,0,0,0,0,0
7430,M02196,M,301.6,310.5,1336,44.2,29,0,0,0,0,0,0
7431,L03748,L,298.8,310.3,1340,24.7,89,1,0,0,1,0,0
7432,L03749,L,298.4,309.0,1387,29.3,102,0,0,0,0,0,0
7433,L03750,L,303.0,312.7,1544,45.6,123,0,0,0,0,0,0
7434,L03751,L,297.1,308.3,1544,39.3,166,0,0,0,0,0,0
7435,L03752,L,295.9,306.3,1438,28.9,179,0,0,0,0,0,0
7436,H01488,H,297.7,307.9,1484,40.1,224,1,1,0,0,0,0
7437,L03753,L,296.9,307.1,1441,48.8,103,0,0,0,0,0,0
7438,L03754,L,300.8,311.3,1449,25.5,57,0,0,0,0,0,0
7439,L03755,L,299.3,309.8,1400,57.5,64,0,0,0,0,0,0
7440,L03756,L,299.6,311.8,1401,45.7,203,0,0,0,0,0,0
7441,M02197,M,302.3,312.1,1179,45.9,125,0,0,0,0,0,0
7442,L03757,L,298.6,308.4,1497,40.0,208,0,0,0,0,0,0
7443,L03758,L,301.6,310.4,1187,57.5,88,0,0,0,0,0,0
7444,M02198,M,303.0,312.9,1672,49.6,156,0,0,0,0,0,0
7445,L03759,L,299.1,311.0,1437,36.3,185,0,0,0,0,0,0
7446,M02199,M,301.5,312.5,1516,47.6,169,0,0,0,0,0,0
7447,M02200,M,299.5,309.0,1471,32.7,27,0,0,0,0,0,0
7448,L03760,L,301.8,311.8,1494,37.2,210,0,0,0,0,0,0
7449,M02201,M,296.9,305.6,1764,54.7,232,1,0,0,1,1,0
7450,L03761,L,296.7,305.7,1296,43.9,9,0,0,0,0,0,0
7451,M02202,M,299.2,309.3,1247,46.6,10,0,0,0,0,0,0
7452,L03762,L,298.2,307.7,1559,51.7,201,0,0,0,0,0,0
7453,L03763,L,299.0,308.0,1449,45.5,187,0,0,0,0,0,0
7454,M02203,M,299.6,310.1,1602,31.9,29,0,0,0,0,0,0
7455,H01489,H,301.4,311.3,1666,56.6,48,1,0,0,1,0,0
7456,H01490,H,299.2,307.6,1339,45.2,198,1,0,1,0,0,0
7457,M02204,M,298.4,306.3,1646,45.9,196,0,0,0,0,0,0
7458,L03764,L,299.3,308.7,1355,40.6,187,0,0,0,0,0,0
7459,L03765,L,298.5,306.9,1551,51.1,27,0,0,0,0,0,0
7460,L03766,L,298.1,306.2,1316,59.1,19,1,0,1,0,0,0
7461,L03767,L,296.8,307.9,1561,36.2,223,0,0,0,0,0,0
7462,L03768,L,300.1,310.0,1534,50.7,186,0,0,0,0,0,0
7463,H01491,H,298.9,308.6,1340,40.3,139,0,0,0,0,0,0
7464,L03769,L,301.9,311.7,1294,20.0,132,1,0,0,1,0,0
7465,L03770,L,297.1,306.0,1672,26.0,29,0,0,0,0,0,0
7466,L03771,L,298.9,309.3,1456,44.2,160,0,0,0,0,0,0
7467,H01492,H,303.6,313.5,1719,50.1,137,1,0,0,1,0,0
7468,M02205,M,298.1,307.3,1440,46.1,166,0,0,0,0,0,0
7469,M02206,M,299.5,308.9,1771,47.7,90,0,0,0,0,0,0
7470,L03772,L,297.6,306.4,1368,65.9,75,1,0,0,1,0,0
7471,H01493,H,297.3,306.9,1801,45.3,65,0,0,0,0,0,0
7472,L03773,L,303.1,312.9,1569,37.4,221,0,0,0,0,0,0
7473,H01494,H,300.3,309.9,1609,38.7,187,0,0,0,0,0,0
7474,M02207,M,300.3,310.4,1358,56.4,168,0,0,0,0,0,0
7475,L03774,L,296.6,306.5,1668,27.3,196,0,0,0,0,0,0
7476,L03775,L,300.7,310.9,1674,52.4,36,1,0,0,1,0,0
7477,M02208,M,302.3,313.2,1479,40.2,205,0,0,0,0,0,0
7478,L03776,L,302.3,312.9,1168,31.7,114,0,0,0,0,0,0
7479,H01495,H,301.3,312.3,1338,25.5,217,0,0,0,0,0,0
7480,L03777,L,297.7,306.9,1338,54.8,113,0,0,0,0,0,0
7481,L03778,L,300.6,310.1,1618,31.4,135,0,0,0,0,0,0
7482,L03779,L,301.3,312.0,1454,40.6,222,0,0,0,0,0,0
7483,L03780,L,296.4,307.1,1458,30.3,56,0,0,0,0,0,0
7484,L03781,L,297.8,307.1,1436,59.7,66,0,0,0,0,0,0
7485,L03782,L,301.8,312.4,1801,41.0,27,0,0,0,0,0,0
7486,M02209,M,301.8,310.9,1546,26.5,141,0,0,0,0,0,0
7487,L03783,L,296.9,307.4,1573,35.7,138,0,0,0,0,0,0
7488,H01496,H,301.6,311.6,1427,53.9,156,0,0,0,0,0,0
7489,M02210,M,300.2,308.8,1532,30.2,231,0,0,0,0,0,0
7490,H01497,H,301.6,311.2,1363,36.4,181,0,0,0,0,0,0
7491,L03784,L,298.7,310.9,1599,51.9,203,0,0,0,0,0,0
7492,L03785,L,301.3,311.5,1332,43.4,106,0,0,0,0,0,0
7493,L03786,L,301.7,314.0,1671,27.8,136,0,0,0,0,0,0
7494,M02211,M,299.3,307.9,1406,42.2,121,0,0,0,0,0,0
7495,H01498,H,300.0,310.8,1707,38.5,163,0,0,0,0,0,0
7496,L03787,L,298.7,306.2,1879,40.5,146,0,0,0,0,0,0
7497,L03788,L,303.3,313.3,1538,49.5,134,0,0,0,0,0,0
7498,H01499,H,299.8,310.4,1772,42.4,16,0,0,0,0,0,0
7499,L03789,L,298.2,309.0,1672,39.1,126,0,0,0,0,0,0
7500,M02212,M,298.6,307.8,1281,38.6,47,0,0,0,0,0,0
7501,M02213,M,300.3,311.3,1557,50.8,178,0,0,0,0,0,0
7502,H01500,H,301.5,311.0,1627,32.8,86,0,0,0,0,0,0
7503,L03790,L,297.3,307.1,1644,18.3,75,1,0,0,1,0,0
7504,L03791,L,303.7,313.3,1569,37.7,198,0,0,0,0,0,0
7505,M02214,M,300.6,309.5,1567,43.8,88,0,0,0,0,0,0
7506,H01501,H,300.9,312.5,1538,35.8,77,0,0,0,0,0,0
7507,L03792,L,299.8,309.8,1561,34.7,57,0,0,0,0,0,0
7508,L03793,L,300.0,311.1,1318,36.4,222,0,0,0,0,0,0
7509,M02215,M,299.7,310.7,1495,39.8,216,0,0,0,0,0,0
7510,H01502,H,302.0,311.0,1277,27.0,202,0,0,0,0,0,0
7511,H01503,H,300.0,311.2,1448,46.6,202,0,0,0,0,0,0
7512,H01504,H,301.5,312.0,1432,13.4,134,1,0,0,1,0,0
7513,L03794,L,299.1,308.1,1420,45.4,106,0,0,0,0,0,0
7514,L03795,L,300.4,310.8,1349,43.1,61,0,0,0,0,0,0
7515,M02216,M,298.4,307.4,1586,45.0,194,0,0,0,0,0,0
7516,H01505,H,302.4,314.0,1481,20.7,142,1,0,0,1,0,0
7517,L03796,L,298.3,309.1,1462,42.9,66,0,0,0,0,0,0
7518,L03797,L,299.4,309.3,1286,34.6,125,0,0,0,0,0,0
7519,M02217,M,299.4,310.7,1484,56.0,52,0,0,0,0,0,0
7520,L03798,L,299.3,307.7,1743,43.6,168,0,0,0,0,0,0
7521,L03799,L,301.4,310.7,1745,28.2,144,0,0,0,0,0,0
7522,M02218,M,299.4,309.1,1604,23.1,112,0,0,0,0,0,0
7523,M02219,M,302.8,315.0,1485,33.9,184,0,0,0,0,0,0
7524,M02220,M,298.4,307.3,1638,48.1,171,0,0,0,0,0,0
7525,L03800,L,300.3,308.6,1418,51.5,198,0,0,0,0,0,0
7526,M02221,M,298.4,307.0,1484,41.8,202,0,0,0,0,0,0
7527,M02222,M,300.8,311.7,1405,40.8,191,0,0,0,0,0,0
7528,M02223,M,300.0,309.4,1700,36.7,109,0,0,0,0,0,0
7529,M02224,M,299.7,309.5,1677,39.8,147,0,0,0,0,0,0
7530,L03801,L,302.4,313.2,1531,52.2,126,0,0,0,0,0,0
7531,L03802,L,298.7,308.5,1847,36.5,128,0,0,0,0,0,0
7532,L03803,L,301.2,311.4,1611,46.6,95,0,0,0,0,0,0
7533,L03804,L,298.5,309.0,1601,34.7,229,0,0,0,0,0,0
7534,M02225,M,300.2,309.8,1582,50.1,120,0,0,0,0,0,0
7535,H01506,H,297.6,307.4,1312,45.8,117,0,0,0,0,0,0
7536,M02226,M,298.7,308.9,1377,49.7,84,0,0,0,0,0,0
7537,M02227,M,299.8,310.7,1528,58.8,30,1,0,0,1,0,0
7538,L03805,L,303.6,312.8,1529,14.2,16,1,0,0,1,0,0
7539,L03806,L,300.2,307.2,1643,47.5,88,0,0,0,0,0,0
7540,L03807,L,303.3,314.0,1418,44.7,40,0,0,0,0,0,0
7541,L03808,L,300.4,311.3,1550,44.5,224,0,0,0,0,0,0
7542,L03809,L,299.2,309.4,1553,42.4,203,0,0,0,0,0,0
7543,M02228,M,303.1,313.4,1560,42.4,115,0,0,0,0,0,0
7544,H01507,H,300.9,310.3,1540,43.4,155,0,0,0,0,0,0
7545,L03810,L,298.7,309.2,1286,49.1,48,0,0,0,0,0,0
7546,L03811,L,300.9,311.8,1168,48.3,89,0,0,0,0,0,0
7547,M02229,M,299.4,309.5,1369,39.8,227,0,0,0,0,0,0
7548,L03812,L,296.0,308.5,1442,38.1,54,0,0,0,0,0,0
7549,H01508,H,301.9,310.3,1327,40.2,135,1,0,1,0,0,0
7550,M02230,M,302.2,312.4,1528,35.9,31,0,0,0,0,0,0
7551,H01509,H,303.7,312.5,1733,57.8,178,1,0,0,1,0,0
7552,L03813,L,300.8,311.7,1667,27.3,242,1,1,0,0,0,0
7553,M02231,M,299.5,307.9,1621,47.5,89,0,0,0,0,0,0
7554,L03814,L,301.7,310.4,1714,47.4,196,0,0,0,0,0,0
7555,M02232,M,301.7,311.1,1372,34.7,234,1,1,0,0,0,0
7556,L03815,L,303.3,313.6,1456,43.0,37,0,0,0,0,0,0
7557,L03816,L,299.9,309.3,1648,52.6,76,1,0,0,1,0,0
7558,M02233,M,299.7,309.1,1453,36.7,18,0,0,0,0,0,0
7559,M02234,M,298.6,308.4,1462,53.1,5,0,0,0,0,0,0
7560,H01510,H,301.1,310.9,1871,51.2,121,1,0,0,1,0,0
7561,M02235,M,296.9,308.4,1555,32.9,123,0,0,0,0,0,0
7562,M02236,M,301.6,312.3,1853,28.9,118,0,0,0,0,0,0
7563,L03817,L,301.2,310.9,1211,41.7,44,0,0,0,0,0,0
7564,M02237,M,301.2,313.3,1425,27.6,197,0,0,0,0,0,0
7565,M02238,M,300.3,310.8,1611,11.0,15,1,0,0,1,0,0
7566,H01511,H,303.1,312.1,1554,35.1,181,0,0,0,0,0,0
7567,H01512,H,301.7,312.0,1170,61.7,92,0,0,0,0,0,0
7568,L03818,L,298.8,309.3,1496,35.5,209,0,0,0,0,0,0
7569,H01513,H,298.8,308.1,1980,43.8,159,1,0,0,1,0,0
7570,L03819,L,298.2,307.1,1582,47.0,28,0,0,0,0,0,0
7571,L03820,L,301.1,311.2,1646,39.6,234,0,0,0,0,0,0
7572,M02239,M,298.0,307.6,1422,36.7,51,0,0,0,0,0,0
7573,L03821,L,302.2,313.7,1581,52.3,80,0,0,0,0,0,0
7574,M02240,M,302.6,313.3,1535,40.4,105,0,0,0,0,0,0
7575,L03822,L,298.2,307.6,1738,39.1,111,0,0,0,0,0,0
7576,L03823,L,299.6,310.0,1732,48.0,124,0,0,0,0,0,0
7577,M02241,M,300.0,311.3,1610,29.7,68,0,0,0,0,0,0
7578,M02242,M,301.8,310.4,1550,27.4,95,0,0,0,0,0,0
7579,H01514,H,303.2,312.2,1237,23.8,28,1,0,0,1,0,0
7580,M02243,M,296.6,306.6,1231,45.7,92,0,0,0,0,0,0
7581,M02244,M,299.4,309.4,1552,38.4,233,1,1,0,0,0,0
7582,L03824,L,299.5,309.4,1694,48.3,130,0,0,0,0,0,0
7583,L03825,L,297.2,306.9,1776,40.5,178,0,0,0,0,0,0
7584,L03826,L,299.0,308.7,1378,26.3,67,0,0,0,0,0,0
7585,M02245,M,300.9,311.3,1267,36.4,43,0,0,0,0,0,0
7586,M02246,M,299.4,310.5,1704,49.0,24,0,0,0,0,0,0
7587,L03827,L,296.9,306.4,1392,37.4,149,0,0,0,0,0,0
7588,M02247,M,305.7,318.1,1255,51.9,169,0,0,0,0,0,0
7589,M02248,M,300.5,312.5,1449,35.5,74,0,0,0,0,0,0
7590,L03828,L,300.2,311.5,1446,47.2,7,0,0,0,0,0,0
7591,L03829,L,297.8,308.4,1774,22.2,218,0,0,0,0,0,0
